,Category,Name,Artwork
0,0,Pablo_Picasso,Pablo_Picasso_312.jpg
1,1,Kazimir_Malevich,Kazimir_Malevich_117.jpg
2,0,Pablo_Picasso,Pablo_Picasso_95.jpg
3,2,Henri_Matisse,Henri_Matisse_177.jpg
4,3,Paul_Gauguin,Paul_Gauguin_173.jpg
5,4,Paul_Klee,Paul_Klee_116.jpg
6,4,Paul_Klee,Paul_Klee_35.jpg
7,5,Vincent_van_Gogh,Vincent_van_Gogh_857.jpg
8,6,William_Turner,William_Turner_51.jpg
9,0,Pablo_Picasso,Pablo_Picasso_316.jpg
10,5,Vincent_van_Gogh,Vincent_van_Gogh_462.jpg
11,7,Jan_van_Eyck,Jan_van_Eyck_78.jpg
12,8,Pierre-Auguste_Renoir,Pierre-Auguste_Renoir_186.jpg
13,9,Salvador_Dali,Salvador_Dali_139.jpg
14,10,Giotto_di_Bondone,Giotto_di_Bondone_40.jpg
15,11,Rembrandt,Rembrandt_29.jpg
16,12,Georges_Seurat,Georges_Seurat_36.jpg
17,13,Joan_Miro,Joan_Miro_59.jpg
18,14,Andy_Warhol,Andy_Warhol_129.jpg
19,3,Paul_Gauguin,Paul_Gauguin_119.jpg
20,15,Marc_Chagall,Marc_Chagall_180.jpg
21,16,Raphael,Raphael_1.jpg
22,17,Edgar_Degas,Edgar_Degas_216.jpg
23,15,Marc_Chagall,Marc_Chagall_89.jpg
24,18,Rene_Magritte,Rene_Magritte_155.jpg
25,17,Edgar_Degas,Edgar_Degas_33.jpg
26,2,Henri_Matisse,Henri_Matisse_48.jpg
27,19,Titian,Titian_224.jpg
28,20,Albrecht_Dürer,Albrecht_Dürer_33.jpg
29,18,Rene_Magritte,Rene_Magritte_154.jpg
30,5,Vincent_van_Gogh,Vincent_van_Gogh_648.jpg
31,21,Pieter_Bruegel,Pieter_Bruegel_42.jpg
32,22,Alfred_Sisley,Alfred_Sisley_23.jpg
33,23,Leonardo_da_Vinci,Leonardo_da_Vinci_53.jpg
34,16,Raphael,Raphael_31.jpg
35,24,Amedeo_Modigliani,Amedeo_Modigliani_119.jpg
36,13,Joan_Miro,Joan_Miro_70.jpg
37,17,Edgar_Degas,Edgar_Degas_17.jpg
38,18,Rene_Magritte,Rene_Magritte_120.jpg
39,4,Paul_Klee,Paul_Klee_41.jpg
40,25,Albrecht_Du╠êrer,Albrecht_Du╠êrer_93.jpg
41,10,Giotto_di_Bondone,Giotto_di_Bondone_21.jpg
42,24,Amedeo_Modigliani,Amedeo_Modigliani_183.jpg
43,15,Marc_Chagall,Marc_Chagall_17.jpg
44,26,Andrei_Rublev,Andrei_Rublev_99.jpg
45,14,Andy_Warhol,Andy_Warhol_54.jpg
46,15,Marc_Chagall,Marc_Chagall_146.jpg
47,5,Vincent_van_Gogh,Vincent_van_Gogh_333.jpg
48,17,Edgar_Degas,Edgar_Degas_248.jpg
49,18,Rene_Magritte,Rene_Magritte_124.jpg
50,2,Henri_Matisse,Henri_Matisse_164.jpg
51,5,Vincent_van_Gogh,Vincent_van_Gogh_502.jpg
52,2,Henri_Matisse,Henri_Matisse_61.jpg
53,27,Henri_Rousseau,Henri_Rousseau_28.jpg
54,28,Mikhail_Vrubel,Mikhail_Vrubel_1.jpg
55,20,Albrecht_Dürer,Albrecht_Dürer_267.jpg
56,29,Diego_Rivera,Diego_Rivera_62.jpg
57,30,Jackson_Pollock,Jackson_Pollock_6.jpg
58,5,Vincent_van_Gogh,Vincent_van_Gogh_813.jpg
59,8,Pierre-Auguste_Renoir,Pierre-Auguste_Renoir_124.jpg
60,31,El_Greco,El_Greco_14.jpg
61,8,Pierre-Auguste_Renoir,Pierre-Auguste_Renoir_42.jpg
62,6,William_Turner,William_Turner_57.jpg
63,17,Edgar_Degas,Edgar_Degas_452.jpg
64,24,Amedeo_Modigliani,Amedeo_Modigliani_62.jpg
65,32,Sandro_Botticelli,Sandro_Botticelli_30.jpg
66,0,Pablo_Picasso,Pablo_Picasso_22.jpg
67,2,Henri_Matisse,Henri_Matisse_170.jpg
68,26,Andrei_Rublev,Andrei_Rublev_17.jpg
69,5,Vincent_van_Gogh,Vincent_van_Gogh_703.jpg
70,8,Pierre-Auguste_Renoir,Pierre-Auguste_Renoir_117.jpg
71,22,Alfred_Sisley,Alfred_Sisley_163.jpg
72,4,Paul_Klee,Paul_Klee_139.jpg
73,6,William_Turner,William_Turner_16.jpg
74,33,Peter_Paul_Rubens,Peter_Paul_Rubens_23.jpg
75,17,Edgar_Degas,Edgar_Degas_307.jpg
76,34,Hieronymus_Bosch,Hieronymus_Bosch_130.jpg
77,0,Pablo_Picasso,Pablo_Picasso_212.jpg
78,35,Vasiliy_Kandinskiy,Vasiliy_Kandinskiy_25.jpg
79,9,Salvador_Dali,Salvador_Dali_24.jpg
80,7,Jan_van_Eyck,Jan_van_Eyck_58.jpg
81,27,Henri_Rousseau,Henri_Rousseau_14.jpg
82,17,Edgar_Degas,Edgar_Degas_334.jpg
83,9,Salvador_Dali,Salvador_Dali_132.jpg
84,22,Alfred_Sisley,Alfred_Sisley_145.jpg
85,32,Sandro_Botticelli,Sandro_Botticelli_118.jpg
86,5,Vincent_van_Gogh,Vincent_van_Gogh_482.jpg
87,24,Amedeo_Modigliani,Amedeo_Modigliani_78.jpg
88,16,Raphael,Raphael_25.jpg
89,0,Pablo_Picasso,Pablo_Picasso_233.jpg
90,15,Marc_Chagall,Marc_Chagall_49.jpg
91,9,Salvador_Dali,Salvador_Dali_12.jpg
92,5,Vincent_van_Gogh,Vincent_van_Gogh_794.jpg
93,18,Rene_Magritte,Rene_Magritte_162.jpg
94,5,Vincent_van_Gogh,Vincent_van_Gogh_811.jpg
95,5,Vincent_van_Gogh,Vincent_van_Gogh_688.jpg
96,17,Edgar_Degas,Edgar_Degas_668.jpg
97,3,Paul_Gauguin,Paul_Gauguin_47.jpg
98,17,Edgar_Degas,Edgar_Degas_20.jpg
99,33,Peter_Paul_Rubens,Peter_Paul_Rubens_22.jpg
100,25,Albrecht_Du╠êrer,Albrecht_Du╠êrer_26.jpg
101,5,Vincent_van_Gogh,Vincent_van_Gogh_443.jpg
102,13,Joan_Miro,Joan_Miro_80.jpg
103,20,Albrecht_Dürer,Albrecht_Dürer_81.jpg
104,34,Hieronymus_Bosch,Hieronymus_Bosch_109.jpg
105,9,Salvador_Dali,Salvador_Dali_5.jpg
106,17,Edgar_Degas,Edgar_Degas_684.jpg
107,35,Vasiliy_Kandinskiy,Vasiliy_Kandinskiy_88.jpg
108,0,Pablo_Picasso,Pablo_Picasso_5.jpg
109,36,Frida_Kahlo,Frida_Kahlo_72.jpg
110,3,Paul_Gauguin,Paul_Gauguin_22.jpg
111,22,Alfred_Sisley,Alfred_Sisley_129.jpg
112,37,Henri_de_Toulouse-Lautrec,Henri_de_Toulouse-Lautrec_60.jpg
113,38,Francisco_Goya,Francisco_Goya_226.jpg
114,15,Marc_Chagall,Marc_Chagall_36.jpg
115,19,Titian,Titian_170.jpg
116,19,Titian,Titian_25.jpg
117,38,Francisco_Goya,Francisco_Goya_11.jpg
118,0,Pablo_Picasso,Pablo_Picasso_370.jpg
119,35,Vasiliy_Kandinskiy,Vasiliy_Kandinskiy_26.jpg
120,15,Marc_Chagall,Marc_Chagall_55.jpg
121,7,Jan_van_Eyck,Jan_van_Eyck_68.jpg
122,9,Salvador_Dali,Salvador_Dali_67.jpg
123,26,Andrei_Rublev,Andrei_Rublev_47.jpg
124,8,Pierre-Auguste_Renoir,Pierre-Auguste_Renoir_152.jpg
125,17,Edgar_Degas,Edgar_Degas_485.jpg
126,20,Albrecht_Dürer,Albrecht_Dürer_188.jpg
127,23,Leonardo_da_Vinci,Leonardo_da_Vinci_131.jpg
128,39,Michelangelo,Michelangelo_32.jpg
129,22,Alfred_Sisley,Alfred_Sisley_73.jpg
130,12,Georges_Seurat,Georges_Seurat_26.jpg
131,5,Vincent_van_Gogh,Vincent_van_Gogh_509.jpg
132,21,Pieter_Bruegel,Pieter_Bruegel_97.jpg
133,5,Vincent_van_Gogh,Vincent_van_Gogh_116.jpg
134,21,Pieter_Bruegel,Pieter_Bruegel_78.jpg
135,17,Edgar_Degas,Edgar_Degas_358.jpg
136,40,Gustav_Klimt,Gustav_Klimt_117.jpg
137,5,Vincent_van_Gogh,Vincent_van_Gogh_835.jpg
138,17,Edgar_Degas,Edgar_Degas_297.jpg
139,28,Mikhail_Vrubel,Mikhail_Vrubel_134.jpg
140,5,Vincent_van_Gogh,Vincent_van_Gogh_481.jpg
141,41,Caravaggio,Caravaggio_20.jpg
142,41,Caravaggio,Caravaggio_17.jpg
143,10,Giotto_di_Bondone,Giotto_di_Bondone_109.jpg
144,40,Gustav_Klimt,Gustav_Klimt_106.jpg
145,17,Edgar_Degas,Edgar_Degas_498.jpg
146,8,Pierre-Auguste_Renoir,Pierre-Auguste_Renoir_118.jpg
147,38,Francisco_Goya,Francisco_Goya_262.jpg
148,34,Hieronymus_Bosch,Hieronymus_Bosch_104.jpg
149,38,Francisco_Goya,Francisco_Goya_197.jpg
150,4,Paul_Klee,Paul_Klee_32.jpg
151,20,Albrecht_Dürer,Albrecht_Dürer_216.jpg
152,19,Titian,Titian_98.jpg
153,21,Pieter_Bruegel,Pieter_Bruegel_94.jpg
154,32,Sandro_Botticelli,Sandro_Botticelli_119.jpg
155,15,Marc_Chagall,Marc_Chagall_112.jpg
156,18,Rene_Magritte,Rene_Magritte_131.jpg
157,11,Rembrandt,Rembrandt_96.jpg
158,3,Paul_Gauguin,Paul_Gauguin_76.jpg
159,17,Edgar_Degas,Edgar_Degas_619.jpg
160,38,Francisco_Goya,Francisco_Goya_269.jpg
161,7,Jan_van_Eyck,Jan_van_Eyck_45.jpg
162,19,Titian,Titian_115.jpg
163,42,Gustave_Courbet,Gustave_Courbet_25.jpg
164,17,Edgar_Degas,Edgar_Degas_238.jpg
165,5,Vincent_van_Gogh,Vincent_van_Gogh_175.jpg
166,5,Vincent_van_Gogh,Vincent_van_Gogh_585.jpg
167,21,Pieter_Bruegel,Pieter_Bruegel_37.jpg
168,19,Titian,Titian_3.jpg
169,3,Paul_Gauguin,Paul_Gauguin_223.jpg
170,31,El_Greco,El_Greco_1.jpg
171,37,Henri_de_Toulouse-Lautrec,Henri_de_Toulouse-Lautrec_32.jpg
172,17,Edgar_Degas,Edgar_Degas_107.jpg
173,21,Pieter_Bruegel,Pieter_Bruegel_131.jpg
174,5,Vincent_van_Gogh,Vincent_van_Gogh_693.jpg
175,20,Albrecht_Dürer,Albrecht_Dürer_141.jpg
176,22,Alfred_Sisley,Alfred_Sisley_78.jpg
177,18,Rene_Magritte,Rene_Magritte_142.jpg
178,20,Albrecht_Dürer,Albrecht_Dürer_41.jpg
179,32,Sandro_Botticelli,Sandro_Botticelli_40.jpg
180,12,Georges_Seurat,Georges_Seurat_19.jpg
181,10,Giotto_di_Bondone,Giotto_di_Bondone_42.jpg
182,38,Francisco_Goya,Francisco_Goya_31.jpg
183,20,Albrecht_Dürer,Albrecht_Dürer_176.jpg
184,38,Francisco_Goya,Francisco_Goya_172.jpg
185,4,Paul_Klee,Paul_Klee_100.jpg
